ISO8859-2
-|alban¹èina
albin|1
-|beliènik|belin
albinizem|1
-|beliènost
albinka|1
-|beliènica
albumen|1
-|beljakovina
alegacija|1
-|citiranje|navajanje
alegat|1
-|citat|navedek
aleja|1
-|drevored
alfabet|1
-|abeceda
alfanumerièen|1
-|èrkovno-¹tevilèen
algonkij|1
-|eozoik
alibi|1
-|izgovor|izvinek (zastarelo)|opravièba (zastarelo)|opravièilo
alienacija|1
-|abalineacija|odtujevanje|odtujitev
alieniran|1
-|odtujen
alieniranost|1
-|odtujenost
alikvoten|1
-|enakodelen
alimenti|1
-|pre¾ivnina
alimentirati|1
-|pre¾ivljati|vzdr¾evati
aliteracija|1
-|soglasni¹ki stik
alkalen|1
-|alkalièen|bazièen|lu¾nat|lugast
alkalièen|1
-|alkalen|bazièen|lu¾nat|lugast
alkalija|1
-|lu¾nina
alken|1
-|olefin
allegretto|1
-|nekoliko hitro
allegro|1
-|hitro
allium ursinum|1
-|divji èesen|èema¾
alma mater|1
-|univerza|vseuèili¹èe
almanah|1
-|letopis|zbornik
alociran|1
-|razporejen
alociranost|1
-|razporejenost
alocirati|1
-|razporediti|razporejati
alogièen|1
-|nelogièen
alogiènost|1
-|nelogiènost|nesmiselnost
alohton|1
-|priseljen|tuj
alpin|1
-|alpinec
alpinec|1
-|alpin
alpinetum|1
-|alpinum|skalnjak
alpinistièen|1
-|gorni¹ki|planinski
alpinum|1
-|alpinetum|skalnjak
altana|1
-|senènica|uta
alteracija|1
-|menjava|sprememba
alteriran|1
-|spremenjen
alterirati|1
-|menjati|spremeniti
alternacija|1
-|premena|prevoj
althaea|1
-|Althaea (strokovno)|slez
altimeter|1
-|vi¹inomer
altruistièen|1
-|nesebièen
aludirati|1
-|cikati (ekspresivno)|namigovati
aluminij|1
-|Al|element (nadpomenka)|kemièna prvina (nadpomenka)|kemièni element (nadpomenka)
aluminijast|1
-|aluminijev
aluminijev|1
-|aluminijast
alumnat|1
-|bogoslovje|semeni¹èe
aluvialen|1
-|holocenski
aluvij|1
-|holocen
amarant|1
-|Amaranthus caudatus|repati ¹èir
amaranthus caudatus|1
-|amarant|repati ¹èir
amaterizem|2
-|amaterizem (slab¹alno)|nestrokovnost|povr¹nost
-|ljubiteljstvo
amaterski|2
-|amaterski (slab¹alno)|nestrokoven|povr¹en
-|ljubiteljski|nepoklicen
ambasada|1
-|poslani¹tvo|veleposlani¹tvo
ambasador|1
-|veleposlanik
ambiciozen|1
-|velepotezen|velikopotezen
ambient|2
-|¹timunga (pogovorno)|obèutje|ozraèje|razpolo¾enje
-|okolje
ambigviteta|1
-|dvoumnost|nejasnost
ambitus|1
-|obseg|razpon
ambivalenten|2
-|dvojen
-|protisloven
ameba|1
-|menjaèica
amfibija|1
-|dvo¾ivka
amfibolija|1
-|dvosmiselnost|dvoumje
amfibolit|1
-|rogovaènik
amhar¹èina|1
-|amharski jezik
amharski jezik|1
-|amhar¹èina
amnestija|1
-|pomilostitev
amnestiranec|1
-|amnestiranka|pomilo¹èenec|pomilo¹èenka
amnestiranka|1
-|amnestiranec|pomilo¹èenec|pomilo¹èenka
amnestirati|1
-|pomilostiti
amnij|1
-|amnion|plodnik
amnion|1
-|amnij|plodnik
amor|1
-|bog ljubezni|Eros
amorala|1
-|amoralnost|nemorala|nemoralnost|nenravnost
amoralen|1
-|imoralen|nemoralen|nenraven
amoralnost|1
-|amorala|nemorala|nemoralnost|nenravnost
amorfen|1
-|brezlièen|brezlik|brezoblièen|neizoblikovan
amorfnost|1
-|brezobliènost
amortizer|1
-|bla¾ilec|bla¾ilnik
amplituda|1
-|raznih
amputacija|1
-|odrezanje|odstranitev
amputirati|1
-|odrezati|odstraniti
amuzikalen|1
-|nemuzikalen
amuzikalnost|1
-|nemuzikalnost
an¾ambma|1
-|prestop
anabaptist|1
-|prekr¹èevalec
anabaptizem|1
-|prekr¹èevalstvo
anafilaksija|1
-|preobèutljivost
anagram|1
-|premetanka
anahoret|1
-|eremit|pu¹èavnik|samotar
anahronistièen|1
-|arhaièen|nesodoben|zastarel
anakolut|1
-|preskok
anakruza|1
-|nastop
analfabetizem|1
-|nepismenost
analgetik|1
-|protiboleèinsko zdravilo|zdravilo proti boleèinam
anali|1
-|letopis
analist|1
-|letopisec
analitièen|1
-|razèlenjevalen|razèlenjujoè
analiza|1
-|razbor|razèlemba|razèlenjevanje
analog|1
-|ustreznik
analogen|1
-|analogièen|podoben
analogièen|1
-|analogen|podoben
analogija|1
-|nalika|podobnost
analognost|1
-|podobnost
anarhièen|1
-|neorganiziran|neurejen
anarhija|2
-|brezpravje|brezpravnost|brezvladje
-|neorganiziranost|neurejenost
anatema|1
-|ekskomunikacija|izobèenje|izobèitev
androgin|1
-|dvospolnik|hermafrodit
aneks|2
-|dodatek|dostavek|prikljuèek
-|dozidek|prizidek
anemièen|2
-|bled|brezizrazen|brezobrazen|malokrven|medel|neizrazit|slabokrven
-|malokrven|slabokrven
anemija|1
-|malokrvnost|slabokrvnost
anemometer|1
-|vetromer
anestezija|1
-|omama|omrtvièenje
anga¾iranost|1
-|anga¾ma
anga¾ma|3
-|anga¾iranost
-|dogovor|pogodba
-|zaposlitev
angel|1
-|kerub|kerubin|seraf
angina pectoris|1
-|stenokardija
angle¹èina|1
-|angle¹ki jezik
angle¹ka bolezen|1
-|rahitis
angle¹ki jezik|1
-|angle¹èina
anihilacija|1
-|iznièenje
animacija|1
-|spodbujanje
animalen|1
-|¾ivalski|animalièen
animalièen|1
-|¾ivalski|animalen
animirati|1
-|motivirati|navdu¹iti|odu¹eviti (zastarelo)|ogreti (ekspresivno)|spod¾gati (ekspresivno)|spodbuditi
animozen|1
-|gorek (ekspresivno)|nenaklonjen|sovra¾en
animoznost|1
-|nemilost|nenaklonjenost|sovra¾nost
anksiozen|1
-|tesnoben
anksioznost|1
-|tesnobnost
anomalen|1
-|izjemen|nepravilen
anomalija|1
-|izjemnost|nepravilnost
anonimen|2
-|brezimen|neimenovan
-|nepopularen|neznan
anonimija|1
-|brezimnost
anonsa|1
-|inserat|oglas
anonsirati|1
-|inserirati|ogla¹evati
anorak|1
-|vetrovka
anortit|1
-|kalcijev glinenec
anseriformes|1
-|Anseriformes (strokovno)|plojkokljun|plovec
antagonija|1
-|antagonizem|nasprotje|nasprotovanje
antagonist|2
-|nasprotnik|tekmec
-|protiigralec
antagonizem|1
-|antagonija|nasprotje|nasprotovanje
antedatirati|1
-|antidatirati
antena|1
-|tipalnica
antene|1
-|tipalke|tipalnice
antialkoholen|1
-|protialkoholen
antiavtoritaren|1
-|protiavtoritaren
antibakterijski|1
-|protibakterijski
antiblokiren|1
-|protiblokiren
anticipacija|1
-|predpostavljanje|predvidevanje
anticipirati|1
-|predpostaviti|predvideti
antidatirati|1
-|antedatirati
antidelec|1
-|protidelec
antidemokratièen|1
-|protidemokratièen
antidepresiven|1
-|protidepresiven
antidepresivno|1
-|protidepresivno
antidot|1
-|protisredstvo
antièni rim|1
-|stari Rim
antifa¹ist|1
-|protifa¹ist
antifa¹istièen|1
-|protifa¹istièen
antifa¹izem|1
-|protifa¹izem
antifitoftoren|1
-|protifitoftoren
antiheroj|1
-|antijunak|protijunak
antiherojka|1
-|antijunakinja|protijunakinja
antijunak|1
-|antiheroj|protijunak
antijunakinja|1
-|antiherojka|protijunakinja
antikadenca|1
-|protikadenca
antikadenèen|1
-|protikadenèen
antikatoli¹ki|1
-|protikatoli¹ki
antikatoli¹kost|1
-|protikatoli¹kost
antiklerikalen|1
-|protiklerikalen
antikolonializem|1
-|protikolonializem
antikomunist|1
-|protikomunist
antikomunistka|1
-|protikomunistka
antikomunizem|1
-|protikomunizem
antikoncepcionalen|1
-|protispoèeten|protizanositven
antikrist|1
-|bogotajec (starinsko)|brezbo¾ne¾|brezbo¾nik|brezverec|pogan
antikvar|1
-|starinar
antikvaren|1
-|starinarski
antikvariat|1
-|starinarna
antikviteta|1
-|starina
antili|1
-|Antilski otoki
antilogaritem|1
-|numerus
antilski otoki|1
-|Antili
antimarksistièen|1
-|protimarksistièen
antimaterija|1
-|protisnov
antinomièen|1
-|protisloven
antinomija|1
-|protislovje
antinuklearen|1
-|protijedrski
antiparalelen|1
-|nasprotnosmeren
antipatièen|1
-|mrzek|neprijeten|odiozen|odvraten|zoprn
antipatija|1
-|nenaklonjenost|odpor
antipolitièen|1
-|protipolitièen
antirasist|1
-|protirasist
antisemit|1
-|protisemit
antisemitizem|1
-|protisemitizem
antisepsa|1
-|razku¾evanje
antiseptièen|1
-|razku¾evalen|razku¾ilen
antistatièen|1
-|protistatièen
antitelo|1
-|protitelo
antitoksin|1
-|protistrup
antologija|1
-|cvetnik|cvetober|izbor
antonim|1
-|protipomenka
antropofag|1
-|ljudo¾erec
antropolo¹ki|1
-|èlovekosloven
antropolog|1
-|èlovekoslovec
antropologija|1
-|èlovekoslovje
antroponim|1
-|osebno ime
anulirati|1
-|razveljaviti|unièiti
anus|1
-|ritnik|zadnjik
aparten|1
